ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
CART,MRY,2015-12-31,2015-12-31,2015-12-31,2018-05-14,-216000,334049000,,,,,6.002,113000,6311000,6311000,0,1058000,,10.887,15681000,,,15681000,0,453000,284794000,0.0,0.0,1988000,2441000,0.175,2441000,1988000,1988000,0.18,0.18,0.18,27884000,,27884000,,,,2257000,0.486,1.0,13973000,1.0,174000,0,343245000,,0,312389000,,,303585000,,,,-1470000,0,20000,-6692000,0,40712000,-44326000,-45015000,2144000,0,824000,824000,824000,0,234000,0.059,11751000,2222000,0,0.0,,,34.444,5710000,0,6.2,,2.061,0,3122000,13973000,13973000,0,,,,0.142,147000,8796000,1.0,,4645408,4685814,3.008,333875000,0,1164000,0,71.872,
CART,MRY,2016-12-31,2016-12-31,2016-12-31,2018-05-14,-249000,374917000,354483000,,,0.041,6.244,-1039000,27647000,27647000,0,1341000,,11.913,23973000,,,23973000,0,417000,318665000,0.0,0.0,1996000,2413000,0.165,2413000,1996000,1996000,0.24,0.24,0.24,29033000,28458500,29033000,10992571,5,4.556,2230000,0.48,1.0,14606000,1.0,117000,0,371126000,357185500,0,333104000,,,345884000,,,29763571,21336000,0,3000,8278000,0,39351000,-21284000,-21410000,3269000,0,1119000,1119000,1119000,0,222000,0.077,12388000,2218000,0,0.0,1.025,26.598,26.667,6388000,0,6.4,2.038,2.037,0,4241000,14606000,14606000,0,0.003,0.039,0.006,0.137,60000,9122000,1.0,4650558,4649405,4697765,3.141,374800000,0,877000,0,80.612,
CART,MRY,2017-12-31,2017-12-31,2017-12-31,2018-05-14,-732000,406618000,394891000,,,0.037,6.255,-519000,10554000,10554000,0,404000,,12.964,33483000,,,33483000,0,485000,340653000,0.0,0.0,1998000,2483000,0.17,2483000,1998000,1998000,0.09,0.09,0.09,29119000,29454500,29119000,59077669,29,23.793,2792000,0.6,1.0,14642000,1.0,73000,0,429474000,406052000,0,377533000,,,377499000,,,44473669,-17093000,0,14000,9439000,0,31441000,-51845000,-46349000,3311000,0,404000,404000,404000,0,0,0.028,12644000,1998000,0,0.0,1.527,110.083,106.112,6466000,0,9.55,3.037,3.036,0,4772000,14642000,14642000,0,0.001,0.014,0.005,0.136,24000,9554000,1.0,4656880,4655369,4737874,3.145,406545000,0,1594000,0,87.328,
