ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
BCR,MRY,2011-12-31,2011-12-31,2011-12-31,2017-10-26,-66600000,3931400000,3565550000,1688900000,2242500000,0.812,20.648,-71400000,743500000,743500000,1097300000,328000000,1.845,1.22,1213200000,304500000,908700000,1213200000,0,115100000,0,0.009,0.74,547200000,662300000,0.229,662300000,547200000,510800000,3.75,3.69,3.75,1771200000,1836600000,1771200000,7275997508,13,10.986,650100000,7.578,1.0,1799100000,0.621,1768000000,36400000,1717700000,1871125000,319200000,0,0,0,2160200000,915400000,1244800000,7334397508,-45000000,-539300000,-178400000,224000000,-64600000,3900000,-772300000,0,721500000,1900000,328000000,328000000,328000000,0,0,0.113,1251900000,547200000,86400000,0.197,4.141,22.361,22.8,355400000,0,85.5,2.532,2.532,488900000,466800000,2896400000,2896400000,185400000,0.092,0.179,0.292,0.189,55500000,794600000,1.0,85782427,85782427,,33.764,2163400000,78200000,182800000,36200000,25.22,773500000
BCR,MRY,2012-12-31,2012-12-31,2012-12-31,2017-10-26,-81200000,4151300000,3988600000,1847200000,2304100000,0.742,23.395,-72600000,921300000,921300000,1125300000,530100000,4.127,1.156,1409600000,0,1409600000,1409600000,0,136300000,0,0.008,0.78,772000000,908300000,0.307,908300000,772000000,732400000,6.24,6.16,6.24,1925700000,1904250000,1925700000,8501471068,11,9.36,588600000,7.151,1.0,1832800000,0.62,1836200000,39600000,2355800000,1995825000,328500000,0,0,0,2225600000,447600000,1778000000,8045171068,299900000,-139900000,-389100000,189600000,-66700000,-263200000,-98200000,0,661200000,100000,530100000,530100000,530100000,0,0,0.179,1060800000,772000000,56200000,0.125,4.178,15.177,15.663,359300000,0,97.74,2.72,2.72,480900000,473200000,2958100000,2958100000,203200000,0.133,0.278,0.387,0.261,52100000,817300000,1.0,82311961,82311961,,35.938,2315100000,52600000,202300000,36700000,28.126,1399600000
BCR,MRY,2013-12-31,2013-12-31,2013-12-31,2017-10-26,-20900000,5041100000,4377700000,2090400000,2950700000,0.697,26.81,-69100000,1083200000,1083200000,1194400000,689800000,3.564,1.414,1405700000,0,1405700000,1405700000,0,146400000,0,0.006,0.82,1258400000,1404800000,0.461,1404800000,1258400000,1213400000,8.54,8.39,8.54,2088200000,1763150000,2088200000,11135926246,8,7.927,1054200000,13.534,1.0,1855100000,0.608,2264400000,45000000,2512700000,2491825000,356200000,0,0,0,2952900000,586500000,2366400000,10432626246,170600000,-197200000,-616100000,0,-66500000,-663300000,-288300000,0,1123300000,-1100000,689800000,689800000,689800000,0,0,0.226,596700000,1258400000,83000000,0.096,4.996,15.124,15.684,391200000,0,133.94,3.421,3.421,479600000,360100000,3049500000,3049500000,295700000,0.158,0.391,0.505,0.413,61500000,920300000,1.0,77890296,77890296,,39.151,2776700000,82100000,523600000,226100000,35.649,1503900000
BCR,MRY,2014-12-31,2014-12-31,2014-12-31,2017-10-26,-88800000,5092600000,5050625000,2047100000,3045500000,0.658,24.098,-126600000,1007600000,1007600000,1258600000,294500000,3.331,1.822,1479900000,78000000,1401900000,1479900000,0,174100000,0,0.005,0.86,490600000,664700000,0.2,664700000,490600000,445800000,3.83,3.76,3.83,1804900000,1842675000,1804900000,12842728225,26,19.321,533400000,7.122,1.0,2065000000,0.621,2145100000,44800000,2805200000,2677875000,376200000,0,0,0,3287700000,614600000,2673100000,12479628225,-106800000,0,-561200000,78000000,-66200000,-584400000,-163300000,7100000,660000000,-19100000,294500000,294500000,294500000,0,0,0.089,1574400000,490600000,81900000,0.225,6.914,42.376,43.504,446400000,0,166.62,3.755,3.755,455200000,-70300000,3323600000,3323600000,302000000,0.058,0.16,0.183,0.148,71400000,981500000,1.0,74898741,74898741,,44.375,2947500000,104800000,151300000,150300000,39.353,1432500000
BCR,MRY,2015-12-31,2015-12-31,2015-12-31,2017-10-26,-208000000,4844000000,4960150000,1969300000,2874700000,0.689,19.697,-102900000,1030900000,1030900000,1301200000,135400000,1.562,2.329,1394300000,250200000,1144100000,1394300000,0,193100000,0,0.005,0.92,394300000,587400000,0.172,587400000,394300000,349400000,1.8,1.77,1.8,1455300000,1585175000,1455300000,14330980889,36,24.397,695200000,9.409,1.0,2114800000,0.619,2159700000,44900000,1787000000,2091925000,413700000,0,0,0,3388700000,1260700000,2128000000,13996980889,-9600000,-97400000,-440000000,-82000000,-69400000,-554100000,-211400000,21000000,798100000,-42200000,135400000,135400000,135400000,0,0,0.04,1720500000,394300000,70700000,0.511,9.618,103.375,105.244,472400000,0,189.44,4.097,4.097,445100000,-503500000,3416000000,3416000000,259200000,0.027,0.085,0.188,0.115,81800000,1012100000,1.0,73886090,73886090,,46.233,2684300000,50500000,214000000,70200000,36.33,708600000
BCR,MRY,2016-12-31,2016-12-31,2016-12-31,2017-10-26,-235500000,5306100000,5262975000,2316400000,2989700000,0.706,22.782,-100300000,1106500000,1106500000,1371700000,531400000,2.089,2.168,1641700000,0,1641700000,1641700000,0,213400000,0,0.004,1.0,718200000,931600000,0.251,931600000,718200000,663700000,7.15,7.03,7.15,1675100000,1621225000,1675100000,17009723949,23,18.259,446300000,6.07,1.0,2342300000,0.631,2270500000,54500000,2461900000,2442925000,483000000,0,0,0,3631000000,1108900000,2522100000,16518423949,-45500000,-202800000,-356000000,245600000,-74600000,-149800000,-423900000,0,546600000,-18400000,531400000,531400000,531400000,0,0,0.143,1624100000,718200000,96000000,0.14,9.861,31.085,31.421,489500000,0,224.66,4.448,4.448,477300000,-454400000,3714000000,3714000000,292800000,0.101,0.328,0.294,0.193,90000000,1101900000,1.0,73526324,73526324,,50.513,3035600000,64400000,132300000,36200000,41.286,1207500000
