ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
EVEP,MRY,2011-12-31,2011-12-31,2011-12-31,2018-05-14,0,2003224000,1621929000,159150000,1844074000,0.161,26.104,-525525000,30312000,30312000,89744000,102641000,4.325,1.177,953023000,0,953023000,953023000,0,74723000,0,0.046,3.042,133563000,208286000,0.795,208286000,133563000,102995000,2.71,2.68,2.71,920039000,901158750,920039000,2740060535,20,13.155,-358313000,-10.571,1.0,172096000,0.657,0,30568000,2889140000,2166766750,0,139415000,81772000,57643000,1083185000,36795000,1046390000,2252043535,7185000,0,147108000,333500000,-115101000,358935000,-518962000,6563000,167212000,0,102641000,102641000,102641000,0,0,0.392,132765000,39331000,35575000,1.123,2.448,21.941,24.317,1769874000,0,65.9,8.601,8.531,37385000,,261840000,261840000,12140000,0.063,0.114,0.062,0.51,9834000,34968000,1.0,34173650,33895000,34183000,7.725,2003224000,0,354000,0,56.837,122355000
EVEP,MRY,2012-12-31,2012-12-31,2012-12-31,2018-05-14,0,2065414000,2070965250,97601000,1967813000,0.138,24.963,-244294000,7486000,7486000,117116000,-16349000,2.43,0.949,859218000,0,859218000,859218000,0,113381000,0,0.054,3.058,33418000,146799000,0.514,146799000,33418000,-15271000,-0.38,-0.38,-0.38,1059824000,1132819000,1059824000,2982819116,89,20.319,-34779000,-0.829,1.0,168364000,0.59,0,48689000,2876975000,2790054500,0,121155000,40771000,80384000,1005590000,40171000,965419000,2174582116,-22826000,-33811000,262833000,-94000000,-128924000,41167000,-273508000,4578000,209515000,0,-16349000,-16349000,-16349000,0,0,-0.057,202403000,-34039000,40171000,-8.047,2.052,-133.01,-148.842,1877215000,0,56.56,7.617,8.312,47594000,,285480000,285480000,6771000,-0.008,-0.014,0.012,0.117,16433000,42682000,1.0,38447350,41952000,41952000,6.805,2065414000,0,1078000,0,48.648,57430000
EVEP,MRY,2013-12-31,2013-12-31,2013-12-31,2018-05-14,0,2204983000,2163037750,81814000,2123169000,0.146,22.793,-53890000,11698000,11698000,119183000,-76227000,1.562,1.057,980297000,0,980297000,980297000,0,113818000,0,0.091,3.074,-27032000,86786000,0.275,86786000,-27032000,-76094000,-1.76,-1.76,-1.76,1071933000,998937500,1071933000,2714122284,-100,31.274,98609000,2.257,1.0,196129000,0.622,0,49062000,3121203000,3115532000,0,297609000,13543000,284066000,1133050000,52379000,1080671000,1640484284,4212000,-57976000,204527000,121000000,-140126000,189683000,-337970000,0,152499000,0,-76227000,-76227000,-76227000,603000,0,-0.242,205832000,-9703000,46876000,-1.747,1.53,-21.521,-19.278,1830321000,0,33.93,5.203,4.701,41645000,,315312000,315312000,2380000,-0.035,-0.076,-0.009,-0.086,17470000,40677000,1.0,48349080,43691000,43691000,7.217,2204983000,0,133000,0,46.885,29435000
EVEP,MRY,2014-12-31,2014-12-31,2014-12-31,2018-05-14,0,2246161000,2268497500,476843000,1769318000,0.15,21.95,-57578000,42023000,42023000,121290000,129720000,9.96,1.107,1027349000,0,1027349000,1027349000,0,106073000,0,0.16,3.09,182774000,288847000,0.851,288847000,182774000,130196000,2.58,2.58,2.58,1066113000,1021700000,1066113000,2077144806,11,7.191,90622000,1.866,1.0,218115000,0.643,0,52578000,3183609000,3280777750,0,133691000,113044000,20647000,1180048000,47878000,1132170000,935982806,-3443000,0,0,50000000,-154978000,-104829000,-46814000,0,148200000,0,129720000,129720000,129720000,-107475000,0,0.382,243238000,-25123000,47878000,1.198,0.878,7.215,7.469,1712066000,0,19.27,2.758,2.757,38371000,,339405000,339405000,6726000,0.057,0.127,0.056,0.539,19289000,44955000,1.0,48572019,48563000,48563000,6.989,2246161000,0,476000,0,46.247,428965000
EVEP,MRY,2015-12-31,2015-12-31,2015-12-31,2018-05-14,0,1923602000,1904915500,115556000,1808046000,0.093,20.431,-66466000,20415000,20415000,108398000,21333000,1.902,0.926,688614000,0,688614000,688614000,0,105969000,0,0.89,2.5,69826000,175795000,0.988,175795000,69826000,19490000,0.41,0.41,0.41,998559000,1050227500,998559000,596939631,8,3.396,74817000,1.531,1.0,69573000,0.391,0,50336000,2531057000,2507968500,0,71403000,60662000,10741000,925043000,60744000,864299000,137328631,12160000,-250357000,0,-315954000,-100979000,-420916000,291793000,0,141283000,0,21333000,21333000,21333000,-255512000,0,0.12,357506000,-287933000,49087000,6.098,0.138,6.437,6.854,1791474000,0,2.81,0.772,0.771,31422000,,177971000,177971000,3695000,0.011,0.02,0.028,0.392,12001000,38994000,1.0,48871399,48853000,48853000,3.643,1923602000,0,-1843000,11657000,39.358,54812000
EVEP,MRY,2016-12-31,2016-12-31,2016-12-31,2018-05-14,0,1606770000,1757382750,52301000,1554469000,0.105,15.461,39251000,57633000,57633000,112254000,-242895000,0.884,1.119,606948000,0,606948000,606948000,0,119171000,0,0.036,0.075,-202783000,-83612000,-0.452,-83612000,-202783000,-245270000,-4.85,-4.85,-4.85,758407000,896920250,758407000,710343397,-3,-8.496,73126000,1.491,1.0,72640000,0.393,0,42487000,2096909000,2314729750,0,201000,201000,0,848363000,59176000,789187000,102525397,-14858000,0,0,-34978000,-3868000,-38967000,-9766000,0,33875000,0,-242895000,-242895000,-242895000,0,0,-1.314,289690000,-217050000,37497000,-0.015,0.135,-0.422,-0.431,1498207000,0,2.09,0.555,0.554,42825000,,184894000,184894000,651000,-0.138,-0.271,-0.088,-1.097,6611000,33637000,1.0,49055214,49048000,49048000,3.77,1606770000,0,-2375000,0,32.755,-6875000
EVEP,MRY,2017-12-31,2017-12-31,2017-12-31,2018-05-14,0,1441805000,1490056500,61433000,1380372000,0.151,12.721,-23614000,4896000,4896000,113878000,-134201000,0.094,1.296,605549000,605549000,0,605549000,0,96901000,0,0.0,0.0,-93508000,3393000,0.015,3393000,-93508000,-134411000,-2.66,-2.66,-2.66,628012000,672302250,628012000,607665123,-6,179.094,8086000,0.164,1.0,111815000,0.495,0,40903000,1388502000,1888250000,0,3052000,3052000,0,813793000,653956000,159837000,25178123,-661000,-61400000,0,-2000000,0,-2000000,-30361000,0,31700000,0,-134201000,-134201000,-134201000,0,0,-0.595,229883000,-118068000,48011000,0.0,0.04,-0.188,-0.192,1376524000,0,0.51,0.112,0.112,47772000,,225693000,225693000,413000,-0.09,-0.2,-0.05,-0.414,4266000,32290000,1.0,49368869,49357000,49357000,4.573,1441805000,0,-210000,0,29.205,-592523000
