ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital
SGOC,MRY,2011-12-31,2011-12-31,2011-12-31,2018-05-14,84000,85201000,118910944,84983000,218000,2.633,18.373,-1019000,535000,535000,279399000,16619000,7.574,0.153,209000,209000,0,209000,0,1460000,153000,0.0,0.0,27344000,28804000,0.092,28804000,27344000,25270000,4.12,4.08,4.12,73888000,67257759,73888000,41312247,1,1.434,-59247000,-14.732,1.0,33737000,0.108,0,2074000,73655000,72939802,1864000,0,0,0,11313000,11220000,93000,22656515,-22959000,-2226000,-1627000,59070000,0,37518000,-3247000,0,-58228000,998000,16619000,16619000,16619000,0,0,0.053,7485000,26252000,4953000,0.0,0.307,1.363,1.262,218000,0,5.2,0.072,0.067,81767000,49178000,313136000,313136000,0,0.14,0.247,0.375,0.087,0,7485000,1.0,4357022,4021649,4072060,77.863,85201000,0,8651000,5552000,21.186,73763000
SGOC,MRY,2012-12-31,2012-12-31,2012-12-31,2018-05-14,25000,105647000,95424000,105386000,261000,1.747,18.363,-106000,11548000,11548000,154221000,4213000,3.858,0.349,6439000,6439000,0,6439000,0,69000,1155000,0.0,0.0,6441000,6510000,0.039,6510000,6441000,6380000,1.0,1.0,1.0,78315000,76101500,78315000,19273046,2,2.961,-13993000,-3.281,1.0,12480000,0.075,0,61000,73224000,73439500,5725000,0,0,0,27332000,27314000,18000,19598589,11013000,18734000,0,6230000,0,6230000,18628000,0,-13887000,42000,4213000,4213000,4213000,0,0,0.025,5992000,6488000,12038000,0.0,0.25,4.652,4.542,261000,0,4.542,0.118,0.116,87866000,53044000,166701000,166701000,0,0.044,0.055,0.088,0.039,273000,5992000,1.0,4314589,4264893,4264893,39.087,105647000,0,2167000,7147000,24.771,78072000
SGOC,MRY,2013-12-31,2013-12-31,2013-12-31,2018-05-14,830000,104735000,105191000,104512000,223000,1.911,20.424,-32000,13497000,13497000,185045000,8444000,6.167,0.193,6734000,6734000,0,6734000,0,76000,999000,0.0,0.0,11255000,11331000,0.056,11331000,11255000,10995000,1.96,1.96,1.96,87789000,83052000,87789000,54098556,4,4.774,1352000,0.315,1.0,15929000,0.079,0,260000,81026000,77125000,7017000,1316000,1316000,0,16946000,16946000,0,59207556,1949000,0,0,229000,0,229000,-32000,0,1384000,368000,8444000,8444000,8444000,0,0,0.042,4875000,11054000,2052000,0.0,0.674,7.012,6.918,223000,0,13.56,0.295,0.29,81887000,61080000,200974000,200974000,0,0.08,0.102,0.146,0.056,225000,4875000,1.0,4366339,4298297,4298297,46.757,104735000,0,2551000,6445000,24.367,87566000
SGOC,MRY,2014-12-31,2014-12-31,2014-12-31,2018-05-14,-11000,92553000,98644000,92539000,14000,0.438,19.579,0,92000,92000,41213000,-2288000,12.58,0.086,100000,100000,0,100000,0,19000,198000,0.0,0.0,-673000,-654000,-0.015,-654000,-673000,-977000,-0.53,-0.53,-0.53,85197000,86493000,85197000,4235869,-6,-6.477,-10784000,-2.478,1.0,2017000,0.047,0,304000,85205000,83115500,1000,0,0,0,7356000,7356000,0,10998869,-13405000,-25000,0,-2499000,0,-2499000,-25000,0,-10784000,-97000,-2288000,-2288000,-2288000,0,0,-0.053,3366000,-1349000,606000,0.0,0.129,-4.807,-4.7,14000,0,2.491,0.254,0.251,92322000,59601000,43230000,43230000,0,-0.023,-0.026,-0.008,-0.016,538000,3366000,1.0,4415089,4351517,4351517,9.934,92553000,17000,1311000,6241000,21.269,85183000
SGOC,MRY,2015-12-31,2015-12-31,2015-12-31,2018-05-14,-5269000,86882000,89717500,1181000,85701000,0.021,17.689,0,345000,345000,1826000,-2418000,0.131,0.116,2169000,2169000,0,2169000,0,3000,421000,0.0,0.0,-2361000,-2358000,-1.227,-2358000,-2361000,-2418000,-0.55,-0.55,-0.55,77836000,81516500,77836000,6799795,-2,-2.884,-762000,-0.173,1.0,95000,0.049,0,57000,79660000,82432500,26000,0,0,0,9046000,9046000,0,6791795,253000,464000,0,596000,0,596000,464000,0,-762000,-45000,-2418000,-2418000,-2418000,0,0,-1.259,1629000,-1534000,46000,0.0,0.087,-2.809,-2.836,8000,0,1.56,3.536,3.573,354000,57183000,1921000,1921000,0,-0.027,-0.03,-0.029,-1.229,239000,1629000,1.0,4353715,4400298,4400298,0.437,86882000,0,0,6241000,19.745,-7865000
SGOC,MRY,2016-12-31,2016-12-31,2016-12-31,2018-05-14,-7700000,100272000,93577000,6607000,93665000,0.054,11.678,0,29000,29000,4867000,-5047000,0.909,0.157,0,0,0,0,0,1264000,0,0.0,0.0,-5347000,-4083000,-0.805,-4083000,-5347000,-5362000,-0.68,-0.68,-0.68,86679000,82257500,86679000,18591056,-3,-4.553,-1079000,-0.145,1.0,202000,0.04,61794000,15000,31179000,55419500,0,0,0,0,13593000,7270000,6323000,16767056,-316000,-6750000,7001000,519000,0,7520000,-6750000,0,-1079000,-7000,-5047000,-5047000,-5047000,0,0,-0.996,4170000,-3968000,222000,0.0,0.193,-3.322,-5.515,5000,0,3.75,3.308,5.491,119000,52136000,5069000,5069000,0,-0.054,-0.061,-0.096,-1.055,1566000,4170000,1.0,4471215,7422208,7422208,0.683,38478000,0,-315000,12564000,5.184,-663000
SGOC,MRY,2017-12-31,2017-12-31,2017-12-31,2018-05-14,-7331000,98453000,99362500,5707000,92746000,0.001,7.39,0,4262000,4262000,1343000,-11214000,1.685,0.175,0,0,0,0,0,2716000,113000,0.0,0.0,-11880000,-9164000,-179.686,-9164000,-11880000,-11893000,-0.99,-0.99,-0.99,83815000,85247000,83815000,9922203,0,-1.083,-7977000,-0.703,1.0,-1292000,-25.333,92235000,13000,-1430000,14874500,0,670000,670000,0,14638000,3386000,11252000,9951203,4233000,7400000,3091000,2234000,0,4810000,7400000,0,-7977000,0,-11214000,-11214000,-11214000,0,0,-219.882,10574000,-11866000,235000,0.0,0.119,-0.887,-1.071,511000,0,1.06,195.122,235.728,226000,40922000,51000,51000,0,-0.113,-0.132,-0.799,-232.941,741000,3569000,1.0,9387928,11341629,11341629,0.004,6218000,0,-679000,10587000,0.548,2321000
